Dollar Loss,Year,Sprinkler System Presence
100,2020,NA
0,2020,No sprinkler system
20000,2020,NA
2000,2020,No sprinkler system
2000,2020,NA
0,2020,No sprinkler system
50000,2020,No sprinkler system
2000,2020,Undetermined
1000,2020,Full sprinkler system present
100,2020,NA
2000,2020,Partial sprinkler system present
25000,2020,NA
80000,2020,No sprinkler system
30000,2020,Partial sprinkler system present
0,2020,NA
1000,2020,No sprinkler system
5000,2020,NA
2000,2020,NA
2500,2020,No sprinkler system
7500,2021,No sprinkler system
1000,2021,No sprinkler system
50000,2021,NA
40000,2020,NA
7000,2020,NA
50000,2020,No sprinkler system
1000,2020,Partial sprinkler system present
5000,2020,NA
5000,2020,No sprinkler system
4000,2020,NA
20000,2020,NA
500000,2020,No sprinkler system
250000,2020,No sprinkler system
1000,2020,No sprinkler system
25000,2020,NA
15000,2020,Undetermined
15000,2020,NA
20000,2020,No sprinkler system
100000,2021,No sprinkler system
1000,2020,NA
0,2021,Partial sprinkler system present
10000,2020,No sprinkler system
15000,2020,NA
100000,2020,No sprinkler system
5000,2020,No sprinkler system
150000,2020,Undetermined
2000,2020,No sprinkler system
0,2020,NA
80000,2020,Undetermined
4000,2020,Undetermined
50,2020,NA
200,2020,No sprinkler system
10000,2020,NA
200000,2020,No sprinkler system
1000,2020,No sprinkler system
10,2020,No sprinkler system
1000,2020,Undetermined
4500,2020,Full sprinkler system present
10000,2020,Undetermined
0,2020,Undetermined
15000,2020,NA
0,2020,Undetermined
0,2020,NA
20000,2020,Full sprinkler system present
1000,2021,No sprinkler system
5000,2021,Undetermined
0,2021,NA
10000,2021,NA
1000,2021,No sprinkler system
15000,2020,NA
2500,2020,No sprinkler system
10,2020,Undetermined
1000,2020,Partial sprinkler system present
100000,2020,Full sprinkler system present
20000,2020,Undetermined
3000,2021,NA
20000,2021,Partial sprinkler system present
40000,2021,No sprinkler system
100000,2021,No sprinkler system
300000,2021,No sprinkler system
0,2020,Partial sprinkler system present
300000,2021,No sprinkler system
5000,2020,NA
20,2020,Full sprinkler system present
0,2020,Partial sprinkler system present
30000,2020,Undetermined
30000,2020,No sprinkler system
10000,2020,NA
2000,2021,No sprinkler system
2500,2020,No sprinkler system
50000,2020,NA
100000,2020,No sprinkler system
2000,2020,No sprinkler system
200,2020,NA
300,2020,NA
25000,2020,NA
100,2021,NA
10000,2021,No sprinkler system
10000,2021,Undetermined
3000,2020,NA
500,2020,Undetermined
150000,2021,No sprinkler system
3000,2020,No sprinkler system
500,2020,No sprinkler system
50,2020,NA
25000,2020,No sprinkler system
200,2020,Partial sprinkler system present
5000,2020,Partial sprinkler system present
0,2020,NA
300,2020,Full sprinkler system present
400000,2020,No sprinkler system
10000,2020,NA
2000,2020,Undetermined
13000,2020,NA
10000,2020,No sprinkler system
20000,2020,NA
2000,2020,No sprinkler system
20000,2020,No sprinkler system
1000,2020,Partial sprinkler system present
2000,2020,Full sprinkler system present
0,2020,No sprinkler system
500000,2020,Undetermined
5000,2020,No sprinkler system
2500,2020,No sprinkler system
5000,2020,No sprinkler system
35000,2020,NA
300000,2020,No sprinkler system
2000,2020,No sprinkler system
10000,2020,Partial sprinkler system present
2000,2020,NA
250,2020,NA
80000,2020,No sprinkler system
5000,2020,Undetermined
25000,2021,NA
20000,2021,Full sprinkler system present
5000,2021,No sprinkler system
2000,2021,Partial sprinkler system present
5000,2020,No sprinkler system
0,2020,No sprinkler system
15000,2020,NA
500,2020,No sprinkler system
40000,2021,NA
10000,2021,No sprinkler system
0,2021,NA
3000,2020,Undetermined
100000,2020,Undetermined
25000,2020,No sprinkler system
100,2020,Partial sprinkler system present
15000,2020,No sprinkler system
1000,2020,NA
0,2020,Undetermined
300,2020,Undetermined
1000,2020,No sprinkler system
1000,2020,Undetermined
2500,2020,No sprinkler system
20000,2020,NA
200,2020,No sprinkler system
15000,2020,No sprinkler system
2000,2020,No sprinkler system
7000,2020,No sprinkler system
75000,2020,NA
2500,2020,NA
5000,2020,NA
500,2020,No sprinkler system
80000,2020,No sprinkler system
10000,2020,No sprinkler system
1000,2020,No sprinkler system
10000,2020,No sprinkler system
40000,2020,No sprinkler system
1000,2020,NA
2000,2020,No sprinkler system
0,2020,No sprinkler system
0,2020,Full sprinkler system present
300000,2021,No sprinkler system
150000,2021,No sprinkler system
30000,2021,NA
75000,2021,Full sprinkler system present
20000,2021,Partial sprinkler system present
10000,2021,Partial sprinkler system present
100000,2020,Undetermined
1000,2020,No sprinkler system
100,2020,NA
50000,2020,No sprinkler system
5000,2020,No sprinkler system
30000,2020,Full sprinkler system present
35000,2021,NA
10000,2021,No sprinkler system
0,2021,No sprinkler system
5000,2021,Undetermined
3000,2021,No sprinkler system
800000,2021,No sprinkler system
5000,2021,NA
5,2021,NA
2500,2021,Full sprinkler system present
10000,2020,No sprinkler system
2000,2020,No sprinkler system
10000,2021,NA
200,2020,No sprinkler system
10000,2020,NA
0,2020,NA
10000,2021,NA
5000,2021,No sprinkler system
30000,2020,No sprinkler system
20000,2021,NA
1000,2021,Partial sprinkler system present
30000,2021,NA
5000,2021,Undetermined
5000,2021,Partial sprinkler system present
1500000,2020,Full sprinkler system present
5000,2020,Undetermined
12000,2020,Undetermined
15000,2020,NA
0,2020,NA
5000,2020,NA
500,2020,Partial sprinkler system present
500,2020,No sprinkler system
0,2020,No sprinkler system
10000,2020,Full sprinkler system present
1000,2020,Full sprinkler system present
10000,2020,No sprinkler system
25000,2020,No sprinkler system
5000,2020,Full sprinkler system present
5000,2020,NA
25000,2020,Partial sprinkler system present
100000,2020,No sprinkler system
5000,2020,NA
35000,2020,NA
200000,2020,No sprinkler system
10000,2020,No sprinkler system
0,2020,No sprinkler system
15000,2020,NA
2000,2020,Partial sprinkler system present
1500,2020,No sprinkler system
500,2020,NA
500,2020,NA
50000,2021,No sprinkler system
40000,2021,Undetermined
20000,2021,No sprinkler system
100000,2021,No sprinkler system
80000,2021,NA
40000,2021,NA
0,2021,Partial sprinkler system present
25000,2020,NA
800,2020,No sprinkler system
18000,2020,NA
1000000,2020,No sprinkler system
0,2020,Partial sprinkler system present
20000,2020,No sprinkler system
100,2020,No sprinkler system
1500,2020,Full sprinkler system present
50000,2020,No sprinkler system
1000,2020,No sprinkler system
25000,2020,No sprinkler system
100000,2020,No sprinkler system
25000,2020,Partial sprinkler system present
1000,2020,NA
30,2020,Undetermined
0,2020,NA
25000,2020,Undetermined
0,2020,No sprinkler system
1000,2020,Undetermined
5000,2020,No sprinkler system
0,2020,No sprinkler system
10000,2020,No sprinkler system
20000,2020,Partial sprinkler system present
0,2021,Full sprinkler system present
45000,2020,NA
0,2020,No sprinkler system
1000,2020,No sprinkler system
0,2020,Full sprinkler system present
20000,2020,No sprinkler system
0,2020,Undetermined
20000,2020,Partial sprinkler system present
20000,2020,NA
75000,2020,No sprinkler system
800,2020,No sprinkler system
1700,2020,No sprinkler system
8000,2020,No sprinkler system
30000,2020,No sprinkler system
30000,2020,NA
25000,2020,NA
10000,2020,NA
10000,2020,No sprinkler system
1000000,2020,No sprinkler system
0,2021,No sprinkler system
15000,2020,Full sprinkler system present
2000,2020,NA
50,2020,NA
0,2020,Full sprinkler system present
5000,2020,NA
5000,2020,NA
500,2020,Full sprinkler system present
8000,2020,No sprinkler system
0,2020,No sprinkler system
100,2020,Undetermined
500,2021,No sprinkler system
10000,2021,Undetermined
15000,2020,NA
10000,2020,Full sprinkler system present
0,2020,No sprinkler system
0,2020,NA
100000,2020,Partial sprinkler system present
30000,2020,NA
40000,2020,No sprinkler system
7000,2020,NA
300000,2020,No sprinkler system
250000,2021,Full sprinkler system present
1000,2021,No sprinkler system
20000,2021,No sprinkler system
2000,2021,Undetermined
50000,2021,No sprinkler system
500000,2021,Partial sprinkler system present
500,2021,No sprinkler system
5000,2021,NA
2500,2021,No sprinkler system
0,2021,Full sprinkler system present
10000,2021,No sprinkler system
10000,2021,Undetermined
10000,2021,No sprinkler system
6000,2021,Full sprinkler system present
1000,2021,Undetermined
600,2021,Full sprinkler system present
10000,2021,Full sprinkler system present
10,2021,Partial sprinkler system present
1000,2021,No sprinkler system
200000,2021,Undetermined
0,2021,No sprinkler system
2000,2021,No sprinkler system
50000,2021,NA
300,2021,No sprinkler system
0,2021,NA
0,2021,NA
750000,2021,No sprinkler system
10000,2021,No sprinkler system
1000,2021,Partial sprinkler system present
2000,2021,NA
1000,2021,Full sprinkler system present
100,2021,Undetermined
60000,2021,No sprinkler system
40,2021,NA
10000,2021,Full sprinkler system present
2500,2021,No sprinkler system
150,2021,No sprinkler system
30000,2021,NA
0,2021,No sprinkler system
0,2021,No sprinkler system
0,2021,No sprinkler system
30000,2021,No sprinkler system
3000,2021,NA
150000,2021,No sprinkler system
50000,2021,NA
0,2021,Undetermined
100000,2021,No sprinkler system
0,2021,No sprinkler system
75000,2021,Undetermined
25000,2021,NA
15000,2021,NA
350000,2021,No sprinkler system
200000,2021,No sprinkler system
0,2021,Undetermined
2000,2021,NA
2000,2021,No sprinkler system
10000,2021,NA
40000,2021,NA
100,2021,NA
0,2021,NA
1000,2021,No sprinkler system
0,2021,NA
2000,2021,Partial sprinkler system present
100,2021,No sprinkler system
3000,2021,NA
5000,2021,No sprinkler system
1500,2021,NA
5000,2021,NA
125000,2021,NA
3000,2021,Full sprinkler system present
5000,2021,No sprinkler system
150000,2021,NA
250000,2021,No sprinkler system
25000,2021,Full sprinkler system present
5000,2021,No sprinkler system
1000,2021,NA
2000,2021,No sprinkler system
100000,2021,Partial sprinkler system present
10,2021,Partial sprinkler system present
100000,2021,No sprinkler system
0,2021,No sprinkler system
5000,2021,Partial sprinkler system present
10000,2021,No sprinkler system
20000,2021,NA
50000,2021,NA
30000,2021,No sprinkler system
1000,2021,No sprinkler system
5000,2021,Undetermined
1000,2021,No sprinkler system
2000,2021,No sprinkler system
50000,2021,No sprinkler system
20000,2021,No sprinkler system
2000,2021,Partial sprinkler system present
2500,2021,No sprinkler system
50000,2021,No sprinkler system
3000,2021,No sprinkler system
15000,2021,Full sprinkler system present
900,2021,No sprinkler system
2000000,2021,No sprinkler system
100000,2021,No sprinkler system
2000,2021,Undetermined
60000,2021,No sprinkler system
150000,2021,Partial sprinkler system present
5000,2021,NA
70000,2021,NA
5000,2021,No sprinkler system
5000,2021,NA
1000,2021,NA
50000,2021,Partial sprinkler system present
50000,2021,Undetermined
30000,2021,NA
0,2021,No sprinkler system
10000,2021,Full sprinkler system present
3000,2021,NA
200000,2021,No sprinkler system
40000,2021,NA
2500,2021,NA
500,2021,No sprinkler system
500,2021,Partial sprinkler system present
100000,2021,NA
2000,2021,Full sprinkler system present
50000,2021,No sprinkler system
0,2021,Undetermined
500,2021,No sprinkler system
400,2021,NA
0,2021,Undetermined
300000,2021,NA
0,2021,NA
1000,2021,No sprinkler system
70000,2021,Undetermined
170000,2021,No sprinkler system
6000,2021,No sprinkler system
20000,2021,NA
500,2021,NA
100,2021,Partial sprinkler system present
2000,2021,NA
0,2021,Full sprinkler system present
100,2021,No sprinkler system
0,2021,No sprinkler system
40000,2021,Partial sprinkler system present
200,2021,No sprinkler system
10000,2021,NA
100000,2021,No sprinkler system
300000,2021,No sprinkler system
10000,2021,NA
40000,2021,NA
750000,2021,No sprinkler system
1500,2021,No sprinkler system
100,2021,Full sprinkler system present
1500,2021,No sprinkler system
1000,2021,Partial sprinkler system present
1000,2021,No sprinkler system
50000,2021,No sprinkler system
50000,2021,NA
200000,2021,No sprinkler system
300000,2021,No sprinkler system
100000,2021,No sprinkler system
10000,2021,NA
5000,2021,No sprinkler system
50000,2021,NA
5000,2021,No sprinkler system
3000,2021,Full sprinkler system present
50000,2021,NA
2500,2021,No sprinkler system
20000,2021,No sprinkler system
1000,2021,No sprinkler system
10000,2021,NA
10000,2021,Full sprinkler system present
30000,2021,NA
100000,2021,No sprinkler system
0,2021,No sprinkler system
100000,2021,No sprinkler system
20000,2021,No sprinkler system
25000,2021,No sprinkler system
1000,2021,No sprinkler system
100,2021,Full sprinkler system present
10000,2021,NA
8000,2021,Undetermined
1000,2021,No sprinkler system
100,2021,Undetermined
30000,2021,NA
80000,2021,Full sprinkler system present
0,2021,NA
20,2021,No sprinkler system
1,2021,No sprinkler system
0,2021,No sprinkler system
20000,2021,NA
500,2021,NA
5000,2021,NA
25000,2021,NA
10000,2021,No sprinkler system
100,2021,No sprinkler system
30000,2021,No sprinkler system
500,2021,NA
10000,2021,NA
200000,2021,No sprinkler system
500,2021,Partial sprinkler system present
0,2021,No sprinkler system
5000,2021,No sprinkler system
95000,2021,Partial sprinkler system present
30000,2021,NA
0,2021,Undetermined
30,2021,Partial sprinkler system present
100,2021,Partial sprinkler system present
500,2021,No sprinkler system
50000,2021,No sprinkler system
100000,2021,No sprinkler system
40000,2021,No sprinkler system
5000,2021,No sprinkler system
50000,2021,NA
100,2021,Undetermined
1000,2021,NA
200000,2021,No sprinkler system
10000,2021,No sprinkler system
10,2021,Undetermined
200,2021,Undetermined
100,2021,NA
500,2021,No sprinkler system
30000,2021,NA
0,2021,No sprinkler system
2000,2021,Full sprinkler system present
700,2021,No sprinkler system
75000,2021,NA
25000,2021,NA
5000,2021,NA
90000,2021,No sprinkler system
2500,2021,No sprinkler system
60000,2021,Partial sprinkler system present
5000,2021,No sprinkler system
6000,2021,No sprinkler system
1,2021,Partial sprinkler system present
20000,2021,No sprinkler system
999,2021,NA
1000,2021,No sprinkler system
15000,2021,NA
25000,2021,Undetermined
100,2021,NA
15000,2021,Partial sprinkler system present
1000,2021,NA
20000,2021,NA
5000,2021,No sprinkler system
9000,2021,Partial sprinkler system present
20000,2021,NA
5000,2021,Undetermined
5000,2021,NA
4000,2021,Undetermined
12000,2021,NA
50000,2021,No sprinkler system
6000,2021,NA
15000,2021,NA
1000,2021,No sprinkler system
0,2021,No sprinkler system
5000,2021,No sprinkler system
50000,2021,No sprinkler system
10000,2021,No sprinkler system
5000,2021,Partial sprinkler system present
6000,2021,No sprinkler system
3500,2021,Full sprinkler system present
250,2021,NA
80000,2021,No sprinkler system
50,2021,No sprinkler system
800,2021,No sprinkler system
10000,2021,Full sprinkler system present
0,2021,NA
10000,2021,No sprinkler system
18000,2021,NA
200,2021,No sprinkler system
250,2021,NA
10000,2021,Partial sprinkler system present
1000,2021,No sprinkler system
2000,2021,No sprinkler system
5000,2021,No sprinkler system
20000,2021,NA
20000,2021,Undetermined
7500,2021,NA
20000,2021,Partial sprinkler system present
80000,2021,NA
0,2021,No sprinkler system
4000,2021,No sprinkler system
200000,2021,No sprinkler system
40000,2021,NA
5000,2021,No sprinkler system
1000,2021,No sprinkler system
500,2021,No sprinkler system
10000,2021,Undetermined
5000,2019,No sprinkler system
0,2019,Undetermined
250000,2019,No sprinkler system
200,2019,No sprinkler system
10000,2019,NA
100000,2019,No sprinkler system
300,2019,Undetermined
300,2019,No sprinkler system
1000,2019,Full sprinkler system present
1000,2019,NA
500,2019,Full sprinkler system present
80000,2020,NA
1000,2019,NA
30000,2019,No sprinkler system
40000,2019,No sprinkler system
1000000,2019,Full sprinkler system present
50000,2021,No sprinkler system
15000,2021,Partial sprinkler system present
0,2021,No sprinkler system
10000,2019,No sprinkler system
20000,2019,NA
20000,2019,Full sprinkler system present
5000,2019,Undetermined
9000,2019,No sprinkler system
5000,2021,NA
50000,2019,Undetermined
0,2019,Partial sprinkler system present
5000,2019,NA
60000,2019,No sprinkler system
2000,2019,Undetermined
500000,2019,Undetermined
10000,2019,No sprinkler system
30000,2021,NA
25000,2021,NA
100,2021,Full sprinkler system present
30000,2021,No sprinkler system
2000,2021,No sprinkler system
0,2021,Full sprinkler system present
500,2020,Undetermined
500,2021,Undetermined
15000,2019,NA
300,2019,NA
10,2019,Undetermined
0,2019,NA
500,2020,No sprinkler system
2000,2020,NA
5000,2020,Full sprinkler system present
100,2020,NA
1000,2019,No sprinkler system
40000,2019,NA
1000,2019,Partial sprinkler system present
10000,2020,No sprinkler system
50000,2020,NA
0,2021,NA
5000,2020,Full sprinkler system present
0,2020,Full sprinkler system present
1,2020,No sprinkler system
10000,2020,No sprinkler system
1500,2020,Undetermined
500,2020,NA
0,2020,NA
30000,2020,NA
0,2020,No sprinkler system
25000,2020,NA
4000,2020,NA
20,2020,Partial sprinkler system present
25000,2020,NA
20000,2020,No sprinkler system
9000,2020,NA
1000,2020,NA
10000,2020,No sprinkler system
500,2020,Full sprinkler system present
30000,2020,No sprinkler system
5000,2020,No sprinkler system
10000,2020,Full sprinkler system present
0,2020,No sprinkler system
5000,2020,Full sprinkler system present
1500,2021,No sprinkler system
45000,2020,NA
30000,2021,No sprinkler system
150000,2021,Partial sprinkler system present
500,2021,No sprinkler system
0,2021,No sprinkler system
500,2020,Full sprinkler system present
5000,2020,Undetermined
300,2020,Partial sprinkler system present
30000,2020,No sprinkler system
30000,2021,NA
150,2020,No sprinkler system
10000,2021,NA
20000,2021,No sprinkler system
0,2021,Full sprinkler system present
77500,2021,NA
50000,2021,Full sprinkler system present
300,2021,Full sprinkler system present
2000,2021,NA
30,2021,Partial sprinkler system present
40000,2021,NA
20000,2021,No sprinkler system
10000,2021,No sprinkler system
20000,2021,NA
150000,2021,No sprinkler system
30000,2020,Full sprinkler system present
500000,2020,No sprinkler system
250000,2020,No sprinkler system
5000,2021,No sprinkler system
300,2021,No sprinkler system
400,2021,Partial sprinkler system present
500000,2021,No sprinkler system
60000,2021,NA
15000,2021,NA
1,2021,NA
100,2021,Full sprinkler system present
1000,2021,NA
1000,2021,Full sprinkler system present
1000,2021,NA
15000,2021,No sprinkler system
500,2021,Undetermined
10000,2021,No sprinkler system
1000,2021,No sprinkler system
300,2021,No sprinkler system
2500,2021,No sprinkler system
10000,2021,Full sprinkler system present
150000,2021,No sprinkler system
10000,2021,No sprinkler system
130000,2021,NA
3000,2021,No sprinkler system
2000,2021,No sprinkler system
10000,2021,NA
50000,2021,No sprinkler system
0,2021,No sprinkler system
3000,2021,Undetermined
40000,2021,No sprinkler system
100,2021,No sprinkler system
2000,2021,NA
0,2021,NA
10000,2021,Undetermined
20000,2021,No sprinkler system
5000,2021,Full sprinkler system present
25000,2021,No sprinkler system
60000,2021,Undetermined
1000,2021,No sprinkler system
0,2021,Undetermined
12000,2021,NA
10000,2021,No sprinkler system
1000,2021,NA
0,2021,NA
7000,2021,Undetermined
150000,2021,No sprinkler system
1000,2021,Undetermined
0,2021,NA
40000,2021,NA
6000,2021,No sprinkler system
0,2021,Full sprinkler system present
5000,2021,Full sprinkler system present
0,2021,Undetermined
0,2021,No sprinkler system
250,2021,No sprinkler system
2,2021,No sprinkler system
20000,2021,NA
2000000,2021,Undetermined
350000,2021,No sprinkler system
1500,2021,NA
250,2021,No sprinkler system
15000,2021,NA
2000,2021,No sprinkler system
1000,2021,No sprinkler system
10000,2021,NA
0,2021,NA
2000,2021,NA
0,2021,NA
0,2021,NA
5000,2021,No sprinkler system
6000,2021,No sprinkler system
40000,2021,No sprinkler system
15000,2021,NA
5000,2021,No sprinkler system
60,2021,Undetermined
500,2021,Undetermined
400,2021,Undetermined
500,2021,Full sprinkler system present
0,2021,Full sprinkler system present
5000,2021,Undetermined
2500,2021,No sprinkler system
3500,2021,No sprinkler system
100000,2021,NA
0,2021,NA
3000,2021,No sprinkler system
1500000,2021,Partial sprinkler system present
10000,2021,NA
700,2021,No sprinkler system
1000,2021,No sprinkler system
3000,2021,No sprinkler system
0,2021,Undetermined
3000,2021,No sprinkler system
50,2021,Undetermined
250000,2021,No sprinkler system
10000,2021,Full sprinkler system present
7500,2021,Full sprinkler system present
1000,2021,No sprinkler system
10000,2021,No sprinkler system
7000,2021,Undetermined
0,2021,Undetermined
500,2021,No sprinkler system
0,2021,NA
7500,2021,Full sprinkler system present
500,2021,NA
5000,2021,No sprinkler system
20000,2021,Full sprinkler system present
100,2021,No sprinkler system
200,2022,Undetermined
2000,2022,Partial sprinkler system present
50,2022,Partial sprinkler system present
1000,2022,No sprinkler system
25000,2022,Partial sprinkler system present
500,2022,Undetermined
100000,2022,No sprinkler system
2000,2022,NA
1000,2022,Partial sprinkler system present
500,2022,NA
150000,2022,Partial sprinkler system present
0,2022,Undetermined
750,2022,No sprinkler system
10000,2022,Partial sprinkler system present
150000,2022,No sprinkler system
0,2022,NA
5000,2022,Undetermined
50,2022,NA
3000,2022,Undetermined
0,2022,NA
5000,2022,No sprinkler system
5000,2022,Partial sprinkler system present
100000,2022,NA
1000,2022,Full sprinkler system present
40000,2022,No sprinkler system
250000,2022,NA
500,2022,Full sprinkler system present
150,2022,Partial sprinkler system present
20000,2022,NA
75000,2022,No sprinkler system
80000,2022,No sprinkler system
0,2022,NA
100,2022,No sprinkler system
30000,2022,NA
0,2022,Undetermined
50000,2022,NA
10000,2022,NA
500,2022,Undetermined
100,2022,Partial sprinkler system present
15000,2022,NA
10000,2022,No sprinkler system
25000,2022,Partial sprinkler system present
20000,2022,Full sprinkler system present
50000,2022,Full sprinkler system present
500,2022,No sprinkler system
1,2022,No sprinkler system
0,2022,Undetermined
200,2022,Undetermined
2500,2022,Partial sprinkler system present
0,2022,Undetermined
100,2022,Undetermined
5000,2022,No sprinkler system
0,2022,NA
170000,2022,No sprinkler system
200,2022,No sprinkler system
500,2022,Undetermined
1000,2022,NA
250,2022,NA
150000,2022,No sprinkler system
10000,2022,No sprinkler system
10000,2022,NA
1500,2022,Undetermined
20,2022,Undetermined
0,2022,Partial sprinkler system present
700000,2022,NA
75000,2022,No sprinkler system
50000,2022,Partial sprinkler system present
5000,2022,NA
500,2022,Partial sprinkler system present
10000,2022,No sprinkler system
99999,2022,NA
1000,2022,Full sprinkler system present
2500,2022,NA
0,2022,No sprinkler system
2000,2022,Partial sprinkler system present
500,2022,No sprinkler system
250000,2022,NA
0,2022,Partial sprinkler system present
50000,2022,NA
0,2022,Undetermined
200,2022,Full sprinkler system present
2000,2022,Full sprinkler system present
25000,2022,NA
600,2022,No sprinkler system
4000,2022,Undetermined
25000,2022,No sprinkler system
100000,2022,Full sprinkler system present
15000,2022,No sprinkler system
7500,2022,NA
250000,2022,Undetermined
30000,2022,No sprinkler system
0,2022,No sprinkler system
100,2022,Undetermined
10000,2022,Partial sprinkler system present
10000,2022,NA
400,2022,No sprinkler system
1000,2022,Undetermined
50000,2022,Full sprinkler system present
10000,2022,NA
22000,2022,NA
20000,2022,NA
2500,2022,NA
10000,2022,Undetermined
10000,2022,No sprinkler system
5000,2022,No sprinkler system
2000,2022,No sprinkler system
1000,2022,Full sprinkler system present
1,2022,Full sprinkler system present
1500,2022,NA
100004,2022,Partial sprinkler system present
1500,2022,Undetermined
5000,2022,Full sprinkler system present
500000,2022,No sprinkler system
5000,2022,NA
1000,2022,NA
100,2022,NA
25000,2022,Partial sprinkler system present
50000,2022,NA
1,2022,Undetermined
100,2022,NA
3000,2022,No sprinkler system
0,2022,NA
1000,2022,Partial sprinkler system present
0,2022,NA
5000,2022,Full sprinkler system present
100000,2022,Full sprinkler system present
9000,2022,No sprinkler system
100000,2022,No sprinkler system
8000,2022,NA
15000,2022,Full sprinkler system present
300,2022,No sprinkler system
200,2022,NA
10000,2022,No sprinkler system
40000,2022,No sprinkler system
20000,2022,No sprinkler system
10000,2022,Full sprinkler system present
1000,2022,Full sprinkler system present
100,2022,No sprinkler system
50000,2022,NA
10000,2022,NA
25000,2022,No sprinkler system
10000,2022,NA
50000,2022,Undetermined
1500,2022,No sprinkler system
0,2022,Full sprinkler system present
10000,2022,No sprinkler system
1000,2022,No sprinkler system
500,2022,No sprinkler system
50000,2022,No sprinkler system
0,2022,No sprinkler system
100,2022,No sprinkler system
4000,2022,Undetermined
10000,2022,No sprinkler system
0,2022,NA
200,2022,No sprinkler system
3000,2022,NA
5000,2022,NA
50000,2022,NA
0,2022,NA
9999,2022,NA
100000,2022,No sprinkler system
5000,2022,Partial sprinkler system present
0,2022,NA
2000,2022,NA
0,2022,Full sprinkler system present
1000,2022,No sprinkler system
300000,2022,NA
10000,2022,No sprinkler system
50,2022,No sprinkler system
0,2022,Undetermined
1000,2022,Full sprinkler system present
100000,2022,No sprinkler system
500,2022,Full sprinkler system present
10000,2022,NA
2000,2022,Partial sprinkler system present
2500,2022,Full sprinkler system present
20000,2022,NA
1000000,2022,No sprinkler system
2000,2022,Undetermined
0,2022,NA
25000,2022,Full sprinkler system present
60000,2022,No sprinkler system
100,2022,NA
100000,2022,Full sprinkler system present
30000,2022,NA
5000,2022,No sprinkler system
15000,2022,NA
150000,2022,No sprinkler system
100000,2022,No sprinkler system
250000,2022,No sprinkler system
2000,2022,Partial sprinkler system present
20000,2022,No sprinkler system
10000,2022,No sprinkler system
2500,2022,Undetermined
60000,2022,NA
50000,2022,NA
10000,2022,Undetermined
25000,2022,No sprinkler system
0,2022,No sprinkler system
5000,2022,Full sprinkler system present
500,2022,Undetermined
40,2022,Undetermined
2000,2022,Partial sprinkler system present
1000,2022,No sprinkler system
0,2022,No sprinkler system
20000,2022,Partial sprinkler system present
100000,2022,No sprinkler system
100,2022,Undetermined
2000,2022,Partial sprinkler system present
0,2022,Undetermined
0,2022,Undetermined
600,2022,NA
0,2022,NA
10000,2022,Undetermined
500,2022,NA
1000,2022,NA
10000,2022,Partial sprinkler system present
20000,2022,Partial sprinkler system present
20000,2022,NA
500,2022,Full sprinkler system present
20000,2022,Undetermined
20000,2022,NA
20000,2022,No sprinkler system
20000,2022,NA
25000,2022,NA
35000,2022,No sprinkler system
15000,2022,No sprinkler system
40000,2022,NA
5000,2022,NA
98745,2022,Full sprinkler system present
7000,2022,No sprinkler system
10000,2022,Undetermined
20000,2022,No sprinkler system
8000,2022,Undetermined
0,2022,Full sprinkler system present
9000,2022,NA
100000,2022,Undetermined
10000,2022,NA
0,2022,NA
30000,2022,No sprinkler system
20000,2022,No sprinkler system
100000,2022,No sprinkler system
5000,2022,NA
2500,2022,Partial sprinkler system present
2000000,2022,No sprinkler system
30000,2022,No sprinkler system
6000,2022,Partial sprinkler system present
4000,2022,Undetermined
25000,2022,Full sprinkler system present
15000,2022,NA
20000,2022,NA
2500,2022,No sprinkler system
40000,2022,NA
3000,2022,NA
0,2022,No sprinkler system
50,2022,No sprinkler system
25000,2022,NA
17500,2022,NA
2000,2022,Undetermined
300000,2022,No sprinkler system
0,2022,Undetermined
25000,2022,No sprinkler system
350000,2022,NA
200,2022,No sprinkler system
20000,2022,No sprinkler system
8000,2022,Undetermined
5000,2022,Undetermined
150000,2022,No sprinkler system
49000,2022,Full sprinkler system present
0,2022,Full sprinkler system present
5000,2022,NA
20000,2022,NA
20000,2022,NA
0,2022,Undetermined
0,2022,No sprinkler system
60000,2022,NA
75000,2022,No sprinkler system
10000,2022,NA
750000,2022,No sprinkler system
1500,2022,No sprinkler system
1,2022,No sprinkler system
350,2022,NA
30000,2022,NA
1,2022,No sprinkler system
15000,2022,No sprinkler system
2500,2022,NA
50000,2022,NA
500000,2022,No sprinkler system
200000,2022,No sprinkler system
1000,2022,Undetermined
0,2022,Full sprinkler system present
10000,2022,No sprinkler system
50000,2022,NA
2000,2022,NA
150000,2022,Partial sprinkler system present
0,2022,No sprinkler system
8000,2022,NA
100,2022,No sprinkler system
6000,2022,NA
2000,2022,NA
50,2022,No sprinkler system
60000,2022,No sprinkler system
6000,2022,NA
20000,2022,No sprinkler system
5000,2022,Partial sprinkler system present
0,2022,NA
5000,2022,NA
0,2022,Partial sprinkler system present
500,2022,Full sprinkler system present
500,2022,No sprinkler system
100,2022,No sprinkler system
5000,2022,No sprinkler system
500,2022,No sprinkler system
0,2022,No sprinkler system
50000,2022,No sprinkler system
500,2022,No sprinkler system
30000,2022,No sprinkler system
5000,2022,No sprinkler system
0,2022,NA
2000,2022,NA
30000,2022,NA
0,2022,Partial sprinkler system present
10000,2022,Partial sprinkler system present
